recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,history_discount,history_bogo,recency_history,recency_bin_0,recency_bin_1,recency_bin_2,treatment,uplift_score
6,475.2,1,0,Urban,1,Multichannel,Buy One Get One,0,475.2,0.0,2851.2,0.0,1.0,0.0,1,0.0
9,29.99,1,0,Surburban,1,Web,Discount,0,29.99,0.0,269.90999999999997,0.0,0.0,1.0,1,0.0
5,144.96,0,1,Urban,0,Web,No Offer,0,0.0,144.96,724.8000000000001,0.0,1.0,0.0,0,0.0
6,33.14,0,1,Urban,1,Phone,Buy One Get One,0,0.0,33.14,198.84,0.0,1.0,0.0,1,0.0
4,438.7,0,1,Surburban,0,Phone,Discount,0,0.0,438.7,1754.8,0.0,1.0,0.0,1,0.0
11,359.67,1,0,Surburban,0,Web,Buy One Get One,1,359.67,0.0,3956.37,0.0,0.0,1.0,1,0.0
3,59.17,0,1,Surburban,1,Phone,No Offer,0,0.0,59.17,177.51,0.0,1.0,0.0,0,0.0
9,236.86,1,1,Surburban,1,Multichannel,Buy One Get One,0,236.86,236.86,2131.74,0.0,0.0,1.0,1,0.0
11,50.71,0,1,Urban,1,Web,Buy One Get One,0,0.0,50.71,557.8100000000001,0.0,0.0,1.0,1,0.0
4,246.71,1,0,Urban,1,Web,Buy One Get One,1,246.71,0.0,986.84,0.0,1.0,0.0,1,0.0
10,341.7,1,0,Surburban,0,Multichannel,Buy One Get One,0,341.7,0.0,3417.0,0.0,0.0,1.0,1,0.0
4,216.76,0,1,Urban,0,Multichannel,No Offer,0,0.0,216.76,867.04,0.0,1.0,0.0,0,0.0
5,349.11,1,1,Urban,0,Web,No Offer,0,349.11,349.11,1745.5500000000002,0.0,1.0,0.0,0,0.0
6,188.24,1,0,Urban,0,Phone,Buy One Get One,0,188.24,0.0,1129.44,0.0,1.0,0.0,1,0.0
4,29.99,1,0,Rural,0,Phone,Buy One Get One,0,29.99,0.0,119.96,0.0,1.0,0.0,1,0.0
10,138.06,1,0,Urban,0,Web,Buy One Get One,0,138.06,0.0,1380.6,0.0,0.0,1.0,1,0.0
2,460.63,1,0,Surburban,0,Phone,Buy One Get One,1,460.63,0.0,921.26,1.0,0.0,0.0,1,0.0
4,647.92,0,1,Surburban,1,Phone,No Offer,0,0.0,647.92,2591.68,0.0,1.0,0.0,0,0.0
1,214.11,1,0,Rural,0,Web,Buy One Get One,0,214.11,0.0,214.11,1.0,0.0,0.0,1,0.0
2,114.65,1,0,Surburban,1,Phone,Discount,0,114.65,0.0,229.3,1.0,0.0,0.0,1,0.0
8,229.45,1,1,Urban,1,Multichannel,No Offer,0,229.45,229.45,1835.6,0.0,0.0,1.0,0,0.0
5,427.44,1,0,Surburban,0,Web,Buy One Get One,1,427.44,0.0,2137.2,0.0,1.0,0.0,1,0.0
7,131.17,0,1,Surburban,0,Web,Buy One Get One,0,0.0,131.17,918.19,0.0,1.0,0.0,1,0.0
2,29.99,0,1,Urban,0,Web,Buy One Get One,0,0.0,29.99,59.98,1.0,0.0,0.0,1,0.0
2,341.33,0,1,Urban,0,Web,Buy One Get One,0,0.0,341.33,682.66,1.0,0.0,0.0,1,0.0
1,1428.71,1,1,Urban,1,Web,Buy One Get One,1,1428.71,1428.71,1428.71,1.0,0.0,0.0,1,0.0
1,151.25,1,0,Urban,0,Web,Discount,0,151.25,0.0,151.25,1.0,0.0,0.0,1,0.0
1,233.58,1,0,Surburban,1,Phone,Buy One Get One,0,233.58,0.0,233.58,1.0,0.0,0.0,1,0.0
2,89.86,1,0,Urban,0,Web,No Offer,0,89.86,0.0,179.72,1.0,0.0,0.0,0,0.0
2,128.11,1,0,Surburban,0,Phone,Discount,0,128.11,0.0,256.22,1.0,0.0,0.0,1,0.0
6,29.99,1,0,Urban,1,Web,Buy One Get One,0,29.99,0.0,179.94,0.0,1.0,0.0,1,0.0
1,284.93,0,1,Urban,0,Web,Buy One Get One,0,0.0,284.93,284.93,1.0,0.0,0.0,1,0.0
11,35.02,1,0,Urban,0,Web,No Offer,0,35.02,0.0,385.22,0.0,0.0,1.0,0,0.0
10,397.43,1,0,Surburban,1,Phone,No Offer,0,397.43,0.0,3974.3,0.0,0.0,1.0,0,0.0
8,229.27,1,1,Urban,1,Web,Buy One Get One,0,229.27,229.27,1834.16,0.0,0.0,1.0,1,0.0
2,29.99,1,0,Urban,0,Phone,Discount,1,29.99,0.0,59.98,1.0,0.0,0.0,1,0.0
10,92.46,0,1,Urban,0,Phone,No Offer,0,0.0,92.46,924.6,0.0,0.0,1.0,0,0.0
6,284.01,0,1,Rural,0,Phone,Buy One Get One,0,0.0,284.01,1704.06,0.0,1.0,0.0,1,0.0
1,716.17,0,1,Urban,1,Phone,Buy One Get One,0,0.0,716.17,716.17,1.0,0.0,0.0,1,0.0
5,55.06,0,1,Urban,0,Web,Discount,0,0.0,55.06,275.3,0.0,1.0,0.0,1,0.0
4,239.16,0,1,Urban,0,Web,Buy One Get One,0,0.0,239.16,956.64,0.0,1.0,0.0,1,0.0
1,106.62,1,0,Rural,1,Phone,No Offer,0,106.62,0.0,106.62,1.0,0.0,0.0,0,0.0
1,1166.4,1,0,Urban,1,Multichannel,Discount,0,1166.4,0.0,1166.4,1.0,0.0,0.0,1,0.0
6,195.01,0,1,Urban,0,Phone,Discount,0,0.0,195.01,1170.06,0.0,1.0,0.0,1,0.0
3,479.71,1,1,Rural,0,Web,Discount,0,479.71,479.71,1439.13,0.0,1.0,0.0,1,0.0
6,409.48,1,0,Surburban,0,Phone,Discount,0,409.48,0.0,2456.88,0.0,1.0,0.0,1,0.0
1,376.5,1,0,Surburban,0,Phone,No Offer,0,376.5,0.0,376.5,1.0,0.0,0.0,0,0.0
10,267.69,0,1,Urban,1,Phone,No Offer,0,0.0,267.69,2676.9,0.0,0.0,1.0,0,0.0
2,68.69,0,1,Surburban,0,Web,Discount,0,0.0,68.69,137.38,1.0,0.0,0.0,1,0.0
4,967.85,0,1,Surburban,1,Phone,Buy One Get One,0,0.0,967.85,3871.4,0.0,1.0,0.0,1,0.0
1,142.35,1,0,Surburban,1,Phone,No Offer,0,142.35,0.0,142.35,1.0,0.0,0.0,0,0.0
2,101.64,0,1,Urban,0,Web,Discount,1,0.0,101.64,203.28,1.0,0.0,0.0,1,0.0
1,192.04,0,1,Surburban,1,Web,No Offer,0,0.0,192.04,192.04,1.0,0.0,0.0,0,0.0
2,321.69,1,0,Urban,0,Phone,Buy One Get One,0,321.69,0.0,643.38,1.0,0.0,0.0,1,0.0
1,301.74,0,1,Surburban,1,Web,Buy One Get One,1,0.0,301.74,301.74,1.0,0.0,0.0,1,0.0
10,466.25,0,1,Urban,0,Phone,No Offer,0,0.0,466.25,4662.5,0.0,0.0,1.0,0,0.0
7,110.33,0,1,Surburban,1,Web,Discount,0,0.0,110.33,772.31,0.0,1.0,0.0,1,0.0
10,29.99,0,1,Surburban,0,Web,No Offer,0,0.0,29.99,299.9,0.0,0.0,1.0,0,0.0
8,47.0,0,1,Surburban,0,Web,Discount,0,0.0,47.0,376.0,0.0,0.0,1.0,1,0.0
1,1481.74,1,1,Surburban,1,Phone,No Offer,0,1481.74,1481.74,1481.74,1.0,0.0,0.0,0,0.0
7,289.48,1,0,Surburban,0,Phone,Discount,0,289.48,0.0,2026.36,0.0,1.0,0.0,1,0.0
8,143.47,1,0,Surburban,1,Phone,No Offer,0,143.47,0.0,1147.76,0.0,0.0,1.0,0,0.0
4,476.91,1,0,Rural,0,Multichannel,Buy One Get One,0,476.91,0.0,1907.64,0.0,1.0,0.0,1,0.0
3,122.72,1,0,Surburban,1,Phone,No Offer,0,122.72,0.0,368.16,0.0,1.0,0.0,0,0.0
12,29.99,1,0,Urban,0,Web,Discount,1,29.99,0.0,359.88,0.0,0.0,1.0,1,0.0
8,338.23,1,0,Surburban,0,Web,No Offer,0,338.23,0.0,2705.84,0.0,0.0,1.0,0,0.0
2,534.1,0,1,Urban,1,Multichannel,Buy One Get One,0,0.0,534.1,1068.2,1.0,0.0,0.0,1,0.0
1,79.25,0,1,Rural,1,Phone,Discount,0,0.0,79.25,79.25,1.0,0.0,0.0,1,0.0
6,36.16,0,1,Rural,0,Web,Buy One Get One,0,0.0,36.16,216.96,0.0,1.0,0.0,1,0.0
10,29.99,1,0,Surburban,1,Web,Buy One Get One,0,29.99,0.0,299.9,0.0,0.0,1.0,1,0.0
4,111.05,1,0,Urban,1,Web,Discount,0,111.05,0.0,444.2,0.0,1.0,0.0,1,0.0
3,351.5,1,0,Urban,0,Phone,No Offer,0,351.5,0.0,1054.5,0.0,1.0,0.0,0,0.0
11,379.61,1,0,Surburban,0,Web,Buy One Get One,1,379.61,0.0,4175.71,0.0,0.0,1.0,1,0.0
1,45.93,1,0,Urban,0,Phone,No Offer,0,45.93,0.0,45.93,1.0,0.0,0.0,0,0.0
4,239.28,1,0,Urban,1,Multichannel,No Offer,0,239.28,0.0,957.12,0.0,1.0,0.0,0,0.0
11,385.13,1,1,Surburban,1,Phone,No Offer,0,385.13,385.13,4236.43,0.0,0.0,1.0,0,0.0
10,65.42,1,0,Surburban,0,Phone,No Offer,0,65.42,0.0,654.2,0.0,0.0,1.0,0,0.0
3,74.75,1,0,Surburban,1,Phone,No Offer,0,74.75,0.0,224.25,0.0,1.0,0.0,0,0.0
12,245.92,0,1,Urban,1,Phone,Buy One Get One,0,0.0,245.92,2951.04,0.0,0.0,1.0,1,0.0
7,462.7,0,1,Surburban,1,Multichannel,No Offer,0,0.0,462.7,3238.9,0.0,1.0,0.0,0,0.0
7,422.44,1,0,Surburban,0,Web,Discount,0,422.44,0.0,2957.08,0.0,1.0,0.0,1,0.0
9,502.25,0,1,Rural,1,Web,Discount,0,0.0,502.25,4520.25,0.0,0.0,1.0,1,0.0
3,97.48,1,0,Surburban,1,Phone,Discount,0,97.48,0.0,292.44,0.0,1.0,0.0,1,0.0
5,596.5,0,1,Surburban,1,Web,Buy One Get One,0,0.0,596.5,2982.5,0.0,1.0,0.0,1,0.0
2,257.31,1,0,Urban,1,Web,No Offer,0,257.31,0.0,514.62,1.0,0.0,0.0,0,0.0
9,92.65,0,1,Surburban,0,Phone,Discount,0,0.0,92.65,833.85,0.0,0.0,1.0,1,0.0
5,469.05,0,1,Surburban,0,Phone,No Offer,0,0.0,469.05,2345.25,0.0,1.0,0.0,0,0.0
9,98.93,1,0,Surburban,0,Phone,No Offer,1,98.93,0.0,890.3700000000001,0.0,0.0,1.0,0,0.0
12,299.88,0,1,Surburban,1,Multichannel,Discount,0,0.0,299.88,3598.56,0.0,0.0,1.0,1,0.0
5,29.99,1,0,Urban,0,Web,No Offer,0,29.99,0.0,149.95,0.0,1.0,0.0,0,0.0
1,996.8,1,1,Urban,1,Web,Discount,0,996.8,996.8,996.8,1.0,0.0,0.0,1,0.0
10,59.27,0,1,Urban,1,Web,Buy One Get One,1,0.0,59.27,592.7,0.0,0.0,1.0,1,0.0
11,302.62,0,1,Urban,0,Multichannel,No Offer,0,0.0,302.62,3328.82,0.0,0.0,1.0,0,0.0
2,208.18,0,1,Surburban,0,Multichannel,No Offer,0,0.0,208.18,416.36,1.0,0.0,0.0,0,0.0
2,711.94,0,1,Urban,1,Phone,Buy One Get One,0,0.0,711.94,1423.88,1.0,0.0,0.0,1,0.0
8,29.99,1,0,Urban,0,Phone,Buy One Get One,0,29.99,0.0,239.92,0.0,0.0,1.0,1,0.0
10,187.76,1,0,Rural,0,Phone,No Offer,0,187.76,0.0,1877.6,0.0,0.0,1.0,0,0.0
4,31.36,1,0,Urban,0,Phone,Discount,0,31.36,0.0,125.44,0.0,1.0,0.0,1,0.0
1,231.56,0,1,Surburban,1,Phone,Buy One Get One,0,0.0,231.56,231.56,1.0,0.0,0.0,1,0.0
4,72.86,1,0,Urban,0,Phone,No Offer,0,72.86,0.0,291.44,0.0,1.0,0.0,0,0.0
4,741.29,1,1,Surburban,1,Phone,Discount,0,741.29,741.29,2965.16,0.0,1.0,0.0,1,0.0
10,58.69,0,1,Surburban,0,Phone,Discount,0,0.0,58.69,586.9,0.0,0.0,1.0,1,0.0
10,29.99,0,1,Urban,1,Phone,No Offer,0,0.0,29.99,299.9,0.0,0.0,1.0,0,0.0
7,199.06,1,0,Urban,1,Phone,No Offer,0,199.06,0.0,1393.42,0.0,1.0,0.0,0,0.0
6,174.75,1,0,Surburban,1,Web,Buy One Get One,0,174.75,0.0,1048.5,0.0,1.0,0.0,1,0.0
10,132.17,1,0,Surburban,0,Web,Discount,0,132.17,0.0,1321.6999999999998,0.0,0.0,1.0,1,0.0
1,29.99,1,0,Surburban,1,Web,Buy One Get One,1,29.99,0.0,29.99,1.0,0.0,0.0,1,0.0
2,267.68,0,1,Rural,0,Phone,No Offer,0,0.0,267.68,535.36,1.0,0.0,0.0,0,0.0
6,31.27,1,0,Urban,0,Web,No Offer,0,31.27,0.0,187.62,0.0,1.0,0.0,0,0.0
8,34.8,0,1,Surburban,1,Phone,Buy One Get One,0,0.0,34.8,278.4,0.0,0.0,1.0,1,0.0
1,49.62,1,0,Urban,1,Phone,No Offer,0,49.62,0.0,49.62,1.0,0.0,0.0,0,0.0
2,1361.68,1,0,Urban,1,Web,No Offer,0,1361.68,0.0,2723.36,1.0,0.0,0.0,0,0.0
2,91.44,0,1,Surburban,0,Phone,No Offer,1,0.0,91.44,182.88,1.0,0.0,0.0,0,0.0
8,247.67,0,1,Rural,1,Phone,No Offer,0,0.0,247.67,1981.36,0.0,0.0,1.0,0,0.0
7,164.14,1,0,Surburban,1,Phone,Discount,0,164.14,0.0,1148.98,0.0,1.0,0.0,1,0.0
11,100.21,1,0,Urban,0,Phone,Discount,0,100.21,0.0,1102.31,0.0,0.0,1.0,1,0.0
8,220.02,0,1,Urban,0,Web,Buy One Get One,0,0.0,220.02,1760.16,0.0,0.0,1.0,1,0.0
10,38.51,0,1,Surburban,0,Web,No Offer,0,0.0,38.51,385.1,0.0,0.0,1.0,0,0.0
2,326.24,1,0,Urban,0,Multichannel,No Offer,0,326.24,0.0,652.48,1.0,0.0,0.0,0,0.0
4,134.24,0,1,Urban,0,Web,Discount,1,0.0,134.24,536.96,0.0,1.0,0.0,1,0.0
7,152.1,1,0,Rural,0,Web,Discount,0,152.1,0.0,1064.7,0.0,1.0,0.0,1,0.0
3,86.4,1,0,Surburban,1,Phone,No Offer,0,86.4,0.0,259.20000000000005,0.0,1.0,0.0,0,0.0
9,395.1,0,1,Surburban,1,Multichannel,Buy One Get One,0,0.0,395.1,3555.9,0.0,0.0,1.0,1,0.0
2,117.51,1,0,Rural,1,Web,Buy One Get One,0,117.51,0.0,235.02,1.0,0.0,0.0,1,0.0
2,365.85,1,0,Surburban,0,Multichannel,Discount,0,365.85,0.0,731.7,1.0,0.0,0.0,1,0.0
9,66.27,0,1,Urban,0,Phone,Discount,0,0.0,66.27,596.43,0.0,0.0,1.0,1,0.0
6,162.53,1,0,Urban,1,Phone,Buy One Get One,0,162.53,0.0,975.18,0.0,1.0,0.0,1,0.0
1,152.64,0,1,Rural,1,Web,No Offer,0,0.0,152.64,152.64,1.0,0.0,0.0,0,0.0
9,248.09,1,0,Rural,0,Phone,No Offer,0,248.09,0.0,2232.81,0.0,0.0,1.0,0,0.0
1,148.7,0,1,Surburban,0,Web,Discount,0,0.0,148.7,148.7,1.0,0.0,0.0,1,0.0
3,144.35,0,1,Surburban,0,Web,Discount,1,0.0,144.35,433.0499999999999,0.0,1.0,0.0,1,0.0
6,91.12,0,1,Urban,1,Web,Buy One Get One,0,0.0,91.12,546.72,0.0,1.0,0.0,1,0.0
6,37.33,1,0,Surburban,1,Phone,Discount,0,37.33,0.0,223.98,0.0,1.0,0.0,1,0.0
2,29.99,1,0,Surburban,1,Phone,Discount,0,29.99,0.0,59.98,1.0,0.0,0.0,1,0.0
5,74.74,1,0,Urban,0,Phone,No Offer,1,74.74,0.0,373.7,0.0,1.0,0.0,0,0.0
9,31.63,0,1,Urban,1,Web,Buy One Get One,0,0.0,31.63,284.67,0.0,0.0,1.0,1,0.0
9,86.9,0,1,Surburban,1,Web,No Offer,0,0.0,86.9,782.1,0.0,0.0,1.0,0,0.0
8,102.25,0,1,Surburban,0,Web,Buy One Get One,1,0.0,102.25,818.0,0.0,0.0,1.0,1,0.0
10,68.19,1,0,Urban,0,Web,Discount,0,68.19,0.0,681.9,0.0,0.0,1.0,1,0.0
2,33.46,0,1,Surburban,0,Web,Discount,0,0.0,33.46,66.92,1.0,0.0,0.0,1,0.0
1,29.99,0,1,Urban,0,Web,No Offer,0,0.0,29.99,29.99,1.0,0.0,0.0,0,0.0
3,105.68,1,0,Urban,1,Phone,Buy One Get One,0,105.68,0.0,317.04,0.0,1.0,0.0,1,0.0
11,98.59,1,0,Urban,1,Web,Buy One Get One,0,98.59,0.0,1084.49,0.0,0.0,1.0,1,0.0
4,107.51,0,1,Urban,1,Web,Discount,1,0.0,107.51,430.04,0.0,1.0,0.0,1,0.0
3,212.28,1,0,Rural,0,Phone,Discount,0,212.28,0.0,636.84,0.0,1.0,0.0,1,0.0
2,255.71,0,1,Surburban,1,Web,Buy One Get One,0,0.0,255.71,511.42,1.0,0.0,0.0,1,0.0
5,128.79,0,1,Urban,1,Phone,Discount,0,0.0,128.79,643.9499999999999,0.0,1.0,0.0,1,0.0
7,117.65,0,1,Surburban,0,Phone,Discount,0,0.0,117.65,823.5500000000001,0.0,1.0,0.0,1,0.0
10,92.1,0,1,Urban,0,Phone,Discount,0,0.0,92.1,921.0,0.0,0.0,1.0,1,0.0
11,195.84,1,0,Surburban,1,Web,Discount,0,195.84,0.0,2154.24,0.0,0.0,1.0,1,0.0
2,308.39,1,0,Surburban,0,Phone,Buy One Get One,0,308.39,0.0,616.78,1.0,0.0,0.0,1,0.0
6,74.54,1,0,Surburban,1,Phone,No Offer,0,74.54,0.0,447.24,0.0,1.0,0.0,0,0.0
7,785.02,1,1,Surburban,1,Multichannel,No Offer,0,785.02,785.02,5495.139999999999,0.0,1.0,0.0,0,0.0
5,57.32,0,1,Urban,0,Phone,No Offer,0,0.0,57.32,286.6,0.0,1.0,0.0,0,0.0
9,69.93,1,0,Rural,0,Phone,Discount,0,69.93,0.0,629.3700000000001,0.0,0.0,1.0,1,0.0
8,175.94,0,1,Surburban,0,Web,Buy One Get One,0,0.0,175.94,1407.52,0.0,0.0,1.0,1,0.0
6,233.34,1,0,Surburban,0,Phone,Buy One Get One,0,233.34,0.0,1400.04,0.0,1.0,0.0,1,0.0
9,29.99,0,1,Urban,0,Phone,Discount,0,0.0,29.99,269.90999999999997,0.0,0.0,1.0,1,0.0
4,178.82,1,0,Rural,0,Phone,No Offer,0,178.82,0.0,715.28,0.0,1.0,0.0,0,0.0
2,329.09,1,0,Surburban,0,Web,Buy One Get One,0,329.09,0.0,658.18,1.0,0.0,0.0,1,0.0
1,366.12,1,0,Surburban,0,Web,Buy One Get One,0,366.12,0.0,366.12,1.0,0.0,0.0,1,0.0
5,249.76,1,1,Urban,1,Web,No Offer,0,249.76,249.76,1248.8,0.0,1.0,0.0,0,0.0
1,227.47,1,1,Urban,0,Phone,Buy One Get One,0,227.47,227.47,227.47,1.0,0.0,0.0,1,0.0
3,346.42,0,1,Surburban,0,Web,No Offer,0,0.0,346.42,1039.26,0.0,1.0,0.0,0,0.0
1,195.25,1,0,Surburban,1,Phone,No Offer,0,195.25,0.0,195.25,1.0,0.0,0.0,0,0.0
10,136.13,0,1,Surburban,1,Phone,No Offer,0,0.0,136.13,1361.3,0.0,0.0,1.0,0,0.0
3,242.96,1,1,Surburban,0,Multichannel,Buy One Get One,0,242.96,242.96,728.88,0.0,1.0,0.0,1,0.0
7,52.76,1,0,Surburban,0,Phone,Buy One Get One,0,52.76,0.0,369.32,0.0,1.0,0.0,1,0.0
6,386.62,0,1,Surburban,0,Multichannel,Discount,0,0.0,386.62,2319.7200000000003,0.0,1.0,0.0,1,0.0
2,412.39,0,1,Surburban,0,Phone,Buy One Get One,1,0.0,412.39,824.78,1.0,0.0,0.0,1,0.0
8,174.76,1,0,Urban,0,Phone,Buy One Get One,0,174.76,0.0,1398.08,0.0,0.0,1.0,1,0.0
8,78.03,1,0,Urban,1,Web,Buy One Get One,0,78.03,0.0,624.24,0.0,0.0,1.0,1,0.0
10,31.46,1,0,Urban,1,Phone,Discount,0,31.46,0.0,314.6,0.0,0.0,1.0,1,0.0
10,138.84,1,0,Urban,0,Web,No Offer,0,138.84,0.0,1388.4,0.0,0.0,1.0,0,0.0
4,152.45,1,0,Rural,0,Phone,No Offer,0,152.45,0.0,609.8,0.0,1.0,0.0,0,0.0
1,121.98,0,1,Urban,0,Web,Buy One Get One,0,0.0,121.98,121.98,1.0,0.0,0.0,1,0.0
1,378.83,0,1,Surburban,0,Phone,Buy One Get One,0,0.0,378.83,378.83,1.0,0.0,0.0,1,0.0
10,169.92,1,0,Rural,0,Phone,No Offer,0,169.92,0.0,1699.1999999999998,0.0,0.0,1.0,0,0.0
3,241.89,1,0,Urban,0,Web,Buy One Get One,0,241.89,0.0,725.67,0.0,1.0,0.0,1,0.0
1,230.13,1,1,Surburban,1,Web,Buy One Get One,0,230.13,230.13,230.13,1.0,0.0,0.0,1,0.0
3,1032.42,1,0,Urban,1,Multichannel,No Offer,0,1032.42,0.0,3097.26,0.0,1.0,0.0,0,0.0
11,35.29,0,1,Rural,0,Phone,Discount,0,0.0,35.29,388.19,0.0,0.0,1.0,1,0.0
11,491.78,0,1,Urban,0,Phone,Buy One Get One,0,0.0,491.78,5409.58,0.0,0.0,1.0,1,0.0
2,270.77,0,1,Surburban,0,Web,No Offer,0,0.0,270.77,541.54,1.0,0.0,0.0,0,0.0
5,215.99,1,1,Surburban,1,Multichannel,Discount,0,215.99,215.99,1079.95,0.0,1.0,0.0,1,0.0
1,216.13,0,1,Urban,0,Phone,Buy One Get One,0,0.0,216.13,216.13,1.0,0.0,0.0,1,0.0
1,519.43,1,0,Surburban,1,Web,Discount,0,519.43,0.0,519.43,1.0,0.0,0.0,1,0.0
10,308.59,0,1,Surburban,0,Multichannel,Buy One Get One,0,0.0,308.59,3085.8999999999996,0.0,0.0,1.0,1,0.0
1,388.61,0,1,Urban,0,Multichannel,Buy One Get One,1,0.0,388.61,388.61,1.0,0.0,0.0,1,0.0
5,643.33,1,0,Urban,1,Phone,Discount,0,643.33,0.0,3216.65,0.0,1.0,0.0,1,0.0
1,460.84,1,1,Surburban,0,Phone,Discount,1,460.84,460.84,460.84,1.0,0.0,0.0,1,0.0
1,235.1,1,1,Rural,0,Web,Discount,0,235.1,235.1,235.1,1.0,0.0,0.0,1,0.0
8,264.14,1,1,Surburban,1,Multichannel,Buy One Get One,0,264.14,264.14,2113.12,0.0,0.0,1.0,1,0.0
9,215.05,0,1,Urban,0,Phone,Buy One Get One,0,0.0,215.05,1935.45,0.0,0.0,1.0,1,0.0
12,50.89,1,0,Rural,1,Phone,Discount,0,50.89,0.0,610.6800000000001,0.0,0.0,1.0,1,0.0
8,380.12,0,1,Urban,0,Phone,Discount,1,0.0,380.12,3040.96,0.0,0.0,1.0,1,0.0
5,376.53,0,1,Urban,1,Web,Buy One Get One,0,0.0,376.53,1882.65,0.0,1.0,0.0,1,0.0
7,434.45,0,1,Urban,0,Multichannel,No Offer,0,0.0,434.45,3041.15,0.0,1.0,0.0,0,0.0
2,29.99,0,1,Surburban,1,Web,No Offer,0,0.0,29.99,59.98,1.0,0.0,0.0,0,0.0
4,238.28,1,1,Urban,1,Phone,No Offer,0,238.28,238.28,953.12,0.0,1.0,0.0,0,0.0
1,982.77,1,1,Surburban,1,Web,Discount,0,982.77,982.77,982.77,1.0,0.0,0.0,1,0.0
11,60.23,0,1,Surburban,0,Phone,Discount,0,0.0,60.23,662.53,0.0,0.0,1.0,1,0.0
2,264.79,0,1,Urban,0,Multichannel,No Offer,0,0.0,264.79,529.58,1.0,0.0,0.0,0,0.0
10,39.96,0,1,Surburban,1,Web,Discount,0,0.0,39.96,399.6,0.0,0.0,1.0,1,0.0
10,102.4,1,0,Surburban,1,Phone,Buy One Get One,0,102.4,0.0,1024.0,0.0,0.0,1.0,1,0.0
2,565.12,1,0,Surburban,1,Multichannel,Buy One Get One,1,565.12,0.0,1130.24,1.0,0.0,0.0,1,0.0
2,483.36,0,1,Surburban,0,Multichannel,Discount,0,0.0,483.36,966.72,1.0,0.0,0.0,1,0.0
6,53.86,1,0,Urban,0,Web,Discount,0,53.86,0.0,323.15999999999997,0.0,1.0,0.0,1,0.0
10,261.97,0,1,Urban,1,Web,Buy One Get One,0,0.0,261.97,2619.7000000000003,0.0,0.0,1.0,1,0.0
4,111.26,0,1,Urban,1,Phone,Buy One Get One,0,0.0,111.26,445.04,0.0,1.0,0.0,1,0.0
12,29.99,1,0,Surburban,0,Web,No Offer,0,29.99,0.0,359.88,0.0,0.0,1.0,0,0.0
6,123.59,0,1,Urban,0,Web,No Offer,0,0.0,123.59,741.54,0.0,1.0,0.0,0,0.0
4,379.86,1,1,Rural,0,Multichannel,No Offer,0,379.86,379.86,1519.44,0.0,1.0,0.0,0,0.0
11,59.33,0,1,Urban,1,Phone,Discount,0,0.0,59.33,652.63,0.0,0.0,1.0,1,0.0
7,372.58,0,1,Surburban,1,Multichannel,No Offer,0,0.0,372.58,2608.06,0.0,1.0,0.0,0,0.0
6,580.93,1,0,Surburban,1,Multichannel,Buy One Get One,0,580.93,0.0,3485.58,0.0,1.0,0.0,1,0.0
9,277.46,1,0,Surburban,0,Phone,Buy One Get One,0,277.46,0.0,2497.14,0.0,0.0,1.0,1,0.0
2,87.38,1,0,Urban,0,Web,No Offer,1,87.38,0.0,174.76,1.0,0.0,0.0,0,0.0
2,377.5,1,0,Urban,0,Web,No Offer,1,377.5,0.0,755.0,1.0,0.0,0.0,0,0.0
4,44.55,0,1,Urban,1,Phone,No Offer,0,0.0,44.55,178.2,0.0,1.0,0.0,0,0.0
10,399.28,1,0,Urban,0,Web,No Offer,0,399.28,0.0,3992.8,0.0,0.0,1.0,0,0.0
9,127.34,1,0,Rural,0,Web,Buy One Get One,0,127.34,0.0,1146.06,0.0,0.0,1.0,1,0.0
3,334.23,0,1,Urban,0,Phone,Buy One Get One,1,0.0,334.23,1002.69,0.0,1.0,0.0,1,0.0
2,29.99,1,0,Surburban,0,Phone,Discount,0,29.99,0.0,59.98,1.0,0.0,0.0,1,0.0
9,85.35,0,1,Urban,0,Phone,Buy One Get One,1,0.0,85.35,768.15,0.0,0.0,1.0,1,0.0
9,286.35,1,1,Surburban,1,Phone,Buy One Get One,0,286.35,286.35,2577.15,0.0,0.0,1.0,1,0.0
6,104.27,0,1,Rural,0,Web,Discount,0,0.0,104.27,625.62,0.0,1.0,0.0,1,0.0
3,192.76,1,0,Surburban,1,Phone,No Offer,0,192.76,0.0,578.28,0.0,1.0,0.0,0,0.0
9,287.25,1,1,Surburban,0,Web,Buy One Get One,1,287.25,287.25,2585.25,0.0,0.0,1.0,1,0.0
4,29.99,1,0,Urban,1,Web,No Offer,0,29.99,0.0,119.96,0.0,1.0,0.0,0,0.0
9,281.46,0,1,Surburban,0,Web,Buy One Get One,0,0.0,281.46,2533.14,0.0,0.0,1.0,1,0.0
9,29.99,1,0,Urban,1,Phone,Discount,0,29.99,0.0,269.90999999999997,0.0,0.0,1.0,1,0.0
1,364.86,1,0,Surburban,1,Web,Discount,0,364.86,0.0,364.86,1.0,0.0,0.0,1,0.0
1,424.03,1,0,Urban,0,Web,Buy One Get One,0,424.03,0.0,424.03,1.0,0.0,0.0,1,0.0
1,194.64,0,1,Urban,0,Phone,No Offer,0,0.0,194.64,194.64,1.0,0.0,0.0,0,0.0
8,195.16,0,1,Urban,1,Phone,No Offer,0,0.0,195.16,1561.28,0.0,0.0,1.0,0,0.0
