recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,history_discount,history_bogo,recency_history,recency_bin_0,recency_bin_1,recency_bin_2,treatment
3,753.96,0,1,Surburban,1,Web,Discount,0,0.0,753.96,2261.88,0.0,1.0,0.0,1
7,265.98,0,1,Surburban,0,Phone,Buy One Get One,0,0.0,265.98,1861.8600000000001,0.0,1.0,0.0,1
5,64.28,1,0,Urban,0,Web,No Offer,0,64.28,0.0,321.4,0.0,1.0,0.0,0
10,69.34,1,0,Surburban,1,Phone,Buy One Get One,0,69.34,0.0,693.4000000000001,0.0,0.0,1.0,1
8,250.1,0,1,Surburban,1,Web,No Offer,0,0.0,250.1,2000.8,0.0,0.0,1.0,0
9,29.99,1,0,Urban,1,Phone,No Offer,0,29.99,0.0,269.90999999999997,0.0,0.0,1.0,0
2,434.3,1,1,Surburban,0,Phone,Buy One Get One,1,434.3,434.3,868.6,1.0,0.0,0.0,1
4,351.13,1,0,Urban,0,Phone,No Offer,1,351.13,0.0,1404.52,0.0,1.0,0.0,0
4,46.54,0,1,Surburban,0,Web,No Offer,0,0.0,46.54,186.16,0.0,1.0,0.0,0
2,86.82,0,1,Urban,1,Web,Discount,0,0.0,86.82,173.64,1.0,0.0,0.0,1
5,123.83,1,0,Urban,0,Web,Buy One Get One,1,123.83,0.0,619.15,0.0,1.0,0.0,1
1,36.99,0,1,Urban,0,Phone,No Offer,0,0.0,36.99,36.99,1.0,0.0,0.0,0
10,364.89,1,1,Urban,0,Web,Buy One Get One,0,364.89,364.89,3648.8999999999996,0.0,0.0,1.0,1
2,618.08,1,1,Urban,1,Multichannel,Buy One Get One,1,618.08,618.08,1236.16,1.0,0.0,0.0,1
10,147.88,1,0,Urban,0,Phone,Buy One Get One,0,147.88,0.0,1478.8,0.0,0.0,1.0,1
10,466.5,1,1,Surburban,0,Web,Buy One Get One,0,466.5,466.5,4665.0,0.0,0.0,1.0,1
9,55.46,0,1,Surburban,0,Phone,Buy One Get One,0,0.0,55.46,499.14,0.0,0.0,1.0,1
11,29.99,1,0,Urban,0,Web,Buy One Get One,0,29.99,0.0,329.89,0.0,0.0,1.0,1
1,106.77,1,0,Surburban,0,Web,No Offer,0,106.77,0.0,106.77,1.0,0.0,0.0,0
1,206.56,0,1,Rural,1,Phone,No Offer,0,0.0,206.56,206.56,1.0,0.0,0.0,0
5,904.57,1,0,Surburban,1,Multichannel,Discount,0,904.57,0.0,4522.85,0.0,1.0,0.0,1
1,208.45,1,0,Surburban,1,Multichannel,No Offer,0,208.45,0.0,208.45,1.0,0.0,0.0,0
7,29.99,1,0,Rural,0,Web,Buy One Get One,0,29.99,0.0,209.92999999999998,0.0,1.0,0.0,1
5,299.16,0,1,Surburban,0,Web,No Offer,0,0.0,299.16,1495.8000000000002,0.0,1.0,0.0,0
6,135.29,1,0,Urban,0,Web,Buy One Get One,0,135.29,0.0,811.74,0.0,1.0,0.0,1
2,504.53,0,1,Urban,1,Web,Discount,1,0.0,504.53,1009.06,1.0,0.0,0.0,1
1,54.53,1,0,Surburban,0,Web,Buy One Get One,0,54.53,0.0,54.53,1.0,0.0,0.0,1
5,463.5,0,1,Urban,1,Multichannel,Discount,1,0.0,463.5,2317.5,0.0,1.0,0.0,1
2,269.14,0,1,Urban,0,Phone,No Offer,0,0.0,269.14,538.28,1.0,0.0,0.0,0
6,56.69,0,1,Surburban,1,Web,Buy One Get One,0,0.0,56.69,340.14,0.0,1.0,0.0,1
7,119.01,1,0,Surburban,0,Web,Buy One Get One,0,119.01,0.0,833.07,0.0,1.0,0.0,1
1,38.13,1,0,Urban,1,Web,Buy One Get One,0,38.13,0.0,38.13,1.0,0.0,0.0,1
8,173.81,1,0,Rural,0,Web,Buy One Get One,0,173.81,0.0,1390.48,0.0,0.0,1.0,1
2,403.43,0,1,Surburban,0,Multichannel,No Offer,0,0.0,403.43,806.86,1.0,0.0,0.0,0
2,445.29,0,1,Surburban,0,Phone,No Offer,0,0.0,445.29,890.58,1.0,0.0,0.0,0
2,737.07,1,0,Urban,1,Multichannel,Buy One Get One,0,737.07,0.0,1474.14,1.0,0.0,0.0,1
6,29.99,0,1,Surburban,0,Web,Buy One Get One,0,0.0,29.99,179.94,0.0,1.0,0.0,1
7,67.36,1,0,Rural,1,Web,Buy One Get One,0,67.36,0.0,471.52,0.0,1.0,0.0,1
9,29.99,1,0,Surburban,0,Phone,Buy One Get One,0,29.99,0.0,269.90999999999997,0.0,0.0,1.0,1
2,745.27,0,1,Rural,1,Web,Discount,0,0.0,745.27,1490.54,1.0,0.0,0.0,1
6,430.4,1,1,Surburban,0,Multichannel,Buy One Get One,0,430.4,430.4,2582.3999999999996,0.0,1.0,0.0,1
6,760.88,1,0,Urban,1,Web,Buy One Get One,0,760.88,0.0,4565.28,0.0,1.0,0.0,1
7,181.3,1,0,Surburban,1,Phone,No Offer,0,181.3,0.0,1269.1000000000001,0.0,1.0,0.0,0
4,65.79,1,0,Urban,0,Phone,Buy One Get One,0,65.79,0.0,263.16,0.0,1.0,0.0,1
5,29.99,1,0,Urban,0,Web,Buy One Get One,0,29.99,0.0,149.95,0.0,1.0,0.0,1
1,704.17,1,1,Surburban,1,Multichannel,Buy One Get One,1,704.17,704.17,704.17,1.0,0.0,0.0,1
1,78.78,0,1,Surburban,1,Web,Buy One Get One,0,0.0,78.78,78.78,1.0,0.0,0.0,1
1,92.89,0,1,Surburban,0,Web,No Offer,1,0.0,92.89,92.89,1.0,0.0,0.0,0
7,29.99,1,0,Urban,0,Phone,No Offer,0,29.99,0.0,209.92999999999998,0.0,1.0,0.0,0
3,277.18,0,1,Urban,1,Web,Buy One Get One,0,0.0,277.18,831.54,0.0,1.0,0.0,1
2,292.92,0,1,Rural,1,Phone,Buy One Get One,0,0.0,292.92,585.84,1.0,0.0,0.0,1
11,108.98,1,0,Surburban,0,Phone,No Offer,0,108.98,0.0,1198.78,0.0,0.0,1.0,0
6,59.38,0,1,Urban,1,Web,No Offer,0,0.0,59.38,356.28000000000003,0.0,1.0,0.0,0
1,336.2,0,1,Urban,0,Web,No Offer,0,0.0,336.2,336.2,1.0,0.0,0.0,0
4,147.72,0,1,Surburban,1,Web,Discount,0,0.0,147.72,590.88,0.0,1.0,0.0,1
6,62.47,0,1,Urban,1,Phone,Discount,0,0.0,62.47,374.82,0.0,1.0,0.0,1
11,87.41,0,1,Surburban,1,Web,Discount,0,0.0,87.41,961.51,0.0,0.0,1.0,1
9,33.22,0,1,Urban,0,Web,No Offer,0,0.0,33.22,298.98,0.0,0.0,1.0,0
3,52.0,0,1,Urban,0,Phone,Discount,0,0.0,52.0,156.0,0.0,1.0,0.0,1
6,448.7,1,0,Rural,1,Web,Buy One Get One,1,448.7,0.0,2692.2,0.0,1.0,0.0,1
10,169.81,1,0,Surburban,0,Web,Buy One Get One,0,169.81,0.0,1698.1,0.0,0.0,1.0,1
10,92.08,1,0,Surburban,0,Web,Buy One Get One,0,92.08,0.0,920.8,0.0,0.0,1.0,1
5,328.01,1,1,Surburban,1,Phone,Buy One Get One,0,328.01,328.01,1640.05,0.0,1.0,0.0,1
9,314.08,1,0,Surburban,0,Web,Discount,0,314.08,0.0,2826.72,0.0,0.0,1.0,1
2,84.85,1,0,Urban,0,Web,Discount,0,84.85,0.0,169.7,1.0,0.0,0.0,1
5,79.67,0,1,Surburban,0,Phone,Buy One Get One,1,0.0,79.67,398.35,0.0,1.0,0.0,1
5,69.6,1,0,Urban,0,Web,Buy One Get One,0,69.6,0.0,348.0,0.0,1.0,0.0,1
2,1023.73,1,0,Rural,1,Phone,No Offer,0,1023.73,0.0,2047.46,1.0,0.0,0.0,0
3,29.99,0,1,Urban,0,Web,No Offer,0,0.0,29.99,89.97,0.0,1.0,0.0,0
3,43.44,1,0,Rural,0,Phone,Discount,0,43.44,0.0,130.32,0.0,1.0,0.0,1
2,383.47,1,0,Surburban,1,Phone,Discount,0,383.47,0.0,766.94,1.0,0.0,0.0,1
2,29.99,1,0,Urban,0,Phone,No Offer,0,29.99,0.0,59.98,1.0,0.0,0.0,0
6,32.6,1,0,Surburban,1,Phone,Discount,0,32.6,0.0,195.60000000000002,0.0,1.0,0.0,1
9,304.1,0,1,Urban,0,Phone,Discount,1,0.0,304.1,2736.9,0.0,0.0,1.0,1
2,649.19,0,1,Surburban,1,Web,Buy One Get One,0,0.0,649.19,1298.38,1.0,0.0,0.0,1
10,98.93,1,0,Rural,0,Phone,Discount,1,98.93,0.0,989.3000000000001,0.0,0.0,1.0,1
1,486.48,1,0,Urban,0,Web,Discount,1,486.48,0.0,486.48,1.0,0.0,0.0,1
9,62.43,0,1,Rural,0,Phone,Discount,1,0.0,62.43,561.87,0.0,0.0,1.0,1
9,197.99,1,0,Surburban,1,Phone,Discount,0,197.99,0.0,1781.91,0.0,0.0,1.0,1
10,228.73,1,0,Surburban,0,Phone,Buy One Get One,0,228.73,0.0,2287.2999999999997,0.0,0.0,1.0,1
2,345.36,0,1,Urban,0,Web,Discount,0,0.0,345.36,690.72,1.0,0.0,0.0,1
6,100.89,1,0,Rural,1,Web,No Offer,0,100.89,0.0,605.34,0.0,1.0,0.0,0
10,156.77,0,1,Rural,0,Web,Buy One Get One,0,0.0,156.77,1567.7,0.0,0.0,1.0,1
3,264.77,1,0,Surburban,0,Web,Buy One Get One,1,264.77,0.0,794.31,0.0,1.0,0.0,1
12,87.37,0,1,Urban,1,Phone,No Offer,0,0.0,87.37,1048.44,0.0,0.0,1.0,0
12,67.71,1,0,Urban,0,Web,No Offer,0,67.71,0.0,812.52,0.0,0.0,1.0,0
9,80.06,0,1,Urban,0,Phone,Discount,0,0.0,80.06,720.54,0.0,0.0,1.0,1
12,160.17,0,1,Urban,0,Phone,No Offer,0,0.0,160.17,1922.04,0.0,0.0,1.0,0
1,29.99,1,0,Surburban,1,Phone,No Offer,1,29.99,0.0,29.99,1.0,0.0,0.0,0
4,29.99,0,1,Urban,1,Phone,No Offer,0,0.0,29.99,119.96,0.0,1.0,0.0,0
7,29.99,0,1,Surburban,0,Web,No Offer,1,0.0,29.99,209.92999999999998,0.0,1.0,0.0,0
3,29.99,0,1,Surburban,0,Phone,No Offer,0,0.0,29.99,89.97,0.0,1.0,0.0,0
1,119.9,0,1,Surburban,0,Web,Discount,0,0.0,119.9,119.9,1.0,0.0,0.0,1
1,144.38,0,1,Rural,0,Web,No Offer,0,0.0,144.38,144.38,1.0,0.0,0.0,0
4,220.7,1,1,Surburban,0,Web,No Offer,0,220.7,220.7,882.8,0.0,1.0,0.0,0
4,65.7,0,1,Urban,1,Phone,Buy One Get One,0,0.0,65.7,262.8,0.0,1.0,0.0,1
6,53.41,0,1,Surburban,1,Web,Discount,0,0.0,53.41,320.46,0.0,1.0,0.0,1
1,681.43,1,0,Surburban,1,Multichannel,Discount,0,681.43,0.0,681.43,1.0,0.0,0.0,1
11,331.8,0,1,Surburban,0,Phone,No Offer,0,0.0,331.8,3649.8,0.0,0.0,1.0,0
5,156.21,0,1,Surburban,0,Phone,Buy One Get One,0,0.0,156.21,781.0500000000001,0.0,1.0,0.0,1
3,157.91,1,0,Urban,0,Web,Buy One Get One,0,157.91,0.0,473.73,0.0,1.0,0.0,1
4,75.56,1,0,Surburban,1,Web,Discount,0,75.56,0.0,302.24,0.0,1.0,0.0,1
2,119.42,1,0,Surburban,1,Phone,Discount,1,119.42,0.0,238.84,1.0,0.0,0.0,1
7,366.43,1,0,Rural,1,Phone,No Offer,1,366.43,0.0,2565.01,0.0,1.0,0.0,0
7,332.79,1,0,Urban,0,Web,No Offer,0,332.79,0.0,2329.53,0.0,1.0,0.0,0
10,279.06,1,0,Surburban,1,Web,Discount,0,279.06,0.0,2790.6,0.0,0.0,1.0,1
1,90.3,1,0,Urban,0,Phone,Discount,0,90.3,0.0,90.3,1.0,0.0,0.0,1
5,29.99,1,0,Urban,1,Phone,No Offer,0,29.99,0.0,149.95,0.0,1.0,0.0,0
3,477.36,0,1,Rural,1,Multichannel,Discount,1,0.0,477.36,1432.08,0.0,1.0,0.0,1
10,33.51,0,1,Surburban,1,Phone,Buy One Get One,0,0.0,33.51,335.09999999999997,0.0,0.0,1.0,1
2,1191.77,1,0,Rural,1,Multichannel,Discount,0,1191.77,0.0,2383.54,1.0,0.0,0.0,1
3,489.64,1,1,Rural,0,Web,No Offer,1,489.64,489.64,1468.92,0.0,1.0,0.0,0
2,238.45,0,1,Urban,1,Web,Discount,0,0.0,238.45,476.9,1.0,0.0,0.0,1
1,519.67,0,1,Surburban,1,Web,No Offer,1,0.0,519.67,519.67,1.0,0.0,0.0,0
6,185.31,1,0,Urban,0,Phone,No Offer,0,185.31,0.0,1111.8600000000001,0.0,1.0,0.0,0
1,300.82,1,0,Urban,1,Multichannel,No Offer,0,300.82,0.0,300.82,1.0,0.0,0.0,0
1,111.93,1,0,Rural,1,Phone,Discount,1,111.93,0.0,111.93,1.0,0.0,0.0,1
1,31.4,1,0,Surburban,1,Phone,No Offer,0,31.4,0.0,31.4,1.0,0.0,0.0,0
10,48.5,0,1,Urban,0,Phone,Buy One Get One,1,0.0,48.5,485.0,0.0,0.0,1.0,1
3,124.35,0,1,Urban,0,Phone,Discount,0,0.0,124.35,373.04999999999995,0.0,1.0,0.0,1
5,380.57,1,0,Urban,0,Multichannel,No Offer,0,380.57,0.0,1902.85,0.0,1.0,0.0,0
3,335.19,1,0,Surburban,1,Multichannel,Buy One Get One,0,335.19,0.0,1005.5699999999999,0.0,1.0,0.0,1
10,243.88,0,1,Surburban,0,Web,Discount,0,0.0,243.88,2438.8,0.0,0.0,1.0,1
10,93.16,1,0,Urban,0,Web,No Offer,0,93.16,0.0,931.5999999999999,0.0,0.0,1.0,0
2,282.41,1,1,Urban,1,Web,Buy One Get One,0,282.41,282.41,564.82,1.0,0.0,0.0,1
10,81.39,1,0,Surburban,1,Web,Discount,0,81.39,0.0,813.9,0.0,0.0,1.0,1
3,243.8,0,1,Urban,0,Phone,No Offer,0,0.0,243.8,731.4000000000001,0.0,1.0,0.0,0
10,29.99,1,0,Surburban,0,Phone,No Offer,0,29.99,0.0,299.9,0.0,0.0,1.0,0
7,170.83,1,0,Surburban,0,Phone,Buy One Get One,0,170.83,0.0,1195.8100000000002,0.0,1.0,0.0,1
11,121.64,1,0,Surburban,0,Web,No Offer,0,121.64,0.0,1338.04,0.0,0.0,1.0,0
12,65.05,1,0,Surburban,0,Phone,Buy One Get One,0,65.05,0.0,780.5999999999999,0.0,0.0,1.0,1
2,54.17,1,0,Urban,0,Web,Buy One Get One,0,54.17,0.0,108.34,1.0,0.0,0.0,1
7,508.67,1,0,Urban,1,Web,No Offer,1,508.67,0.0,3560.69,0.0,1.0,0.0,0
6,1016.83,1,1,Urban,1,Web,Discount,0,1016.83,1016.83,6100.9800000000005,0.0,1.0,0.0,1
2,29.99,0,1,Surburban,1,Web,No Offer,0,0.0,29.99,59.98,1.0,0.0,0.0,0
11,69.81,1,0,Rural,1,Phone,No Offer,0,69.81,0.0,767.9100000000001,0.0,0.0,1.0,0
6,376.81,0,1,Surburban,0,Phone,Buy One Get One,0,0.0,376.81,2260.86,0.0,1.0,0.0,1
8,861.02,1,0,Urban,1,Multichannel,Discount,0,861.02,0.0,6888.16,0.0,0.0,1.0,1
7,282.2,0,1,Urban,0,Web,No Offer,0,0.0,282.2,1975.3999999999999,0.0,1.0,0.0,0
4,158.22,0,1,Urban,0,Web,Buy One Get One,0,0.0,158.22,632.88,0.0,1.0,0.0,1
10,37.22,0,1,Rural,0,Phone,No Offer,0,0.0,37.22,372.2,0.0,0.0,1.0,0
1,480.21,0,1,Surburban,0,Multichannel,Buy One Get One,0,0.0,480.21,480.21,1.0,0.0,0.0,1
5,444.73,1,0,Surburban,0,Multichannel,Buy One Get One,0,444.73,0.0,2223.65,0.0,1.0,0.0,1
11,457.09,0,1,Surburban,1,Multichannel,No Offer,0,0.0,457.09,5027.99,0.0,0.0,1.0,0
7,29.99,1,0,Urban,0,Web,Buy One Get One,0,29.99,0.0,209.92999999999998,0.0,1.0,0.0,1
3,927.4,1,1,Surburban,1,Web,Discount,0,927.4,927.4,2782.2,0.0,1.0,0.0,1
6,115.34,1,0,Urban,1,Phone,Discount,0,115.34,0.0,692.04,0.0,1.0,0.0,1
2,29.99,1,0,Surburban,1,Phone,Discount,0,29.99,0.0,59.98,1.0,0.0,0.0,1
3,90.0,1,0,Urban,1,Web,Discount,1,90.0,0.0,270.0,0.0,1.0,0.0,1
2,386.53,1,0,Surburban,0,Web,Discount,0,386.53,0.0,773.06,1.0,0.0,0.0,1
9,202.89,0,1,Surburban,1,Web,Discount,0,0.0,202.89,1826.0099999999998,0.0,0.0,1.0,1
4,1307.99,1,1,Rural,1,Phone,Discount,0,1307.99,1307.99,5231.96,0.0,1.0,0.0,1
12,42.37,1,0,Rural,0,Web,Discount,0,42.37,0.0,508.43999999999994,0.0,0.0,1.0,1
10,29.99,1,0,Urban,1,Web,Buy One Get One,0,29.99,0.0,299.9,0.0,0.0,1.0,1
1,301.93,0,1,Surburban,0,Web,Buy One Get One,0,0.0,301.93,301.93,1.0,0.0,0.0,1
4,54.63,1,0,Rural,1,Phone,Buy One Get One,0,54.63,0.0,218.52,0.0,1.0,0.0,1
2,426.31,0,1,Urban,0,Multichannel,Discount,0,0.0,426.31,852.62,1.0,0.0,0.0,1
10,107.28,1,0,Urban,1,Web,No Offer,0,107.28,0.0,1072.8,0.0,0.0,1.0,0
3,128.85,1,0,Urban,1,Web,No Offer,0,128.85,0.0,386.54999999999995,0.0,1.0,0.0,0
2,362.43,1,1,Urban,0,Web,Buy One Get One,0,362.43,362.43,724.86,1.0,0.0,0.0,1
6,442.04,1,0,Urban,0,Multichannel,No Offer,0,442.04,0.0,2652.2400000000002,0.0,1.0,0.0,0
1,100.09,0,1,Surburban,1,Phone,No Offer,0,0.0,100.09,100.09,1.0,0.0,0.0,0
11,93.23,0,1,Urban,0,Web,Discount,0,0.0,93.23,1025.53,0.0,0.0,1.0,1
9,67.38,1,0,Surburban,0,Phone,Buy One Get One,0,67.38,0.0,606.42,0.0,0.0,1.0,1
2,506.11,0,1,Urban,1,Multichannel,Discount,0,0.0,506.11,1012.22,1.0,0.0,0.0,1
3,189.48,1,0,Urban,0,Phone,Discount,0,189.48,0.0,568.4399999999999,0.0,1.0,0.0,1
12,131.62,0,1,Urban,0,Phone,Buy One Get One,0,0.0,131.62,1579.44,0.0,0.0,1.0,1
3,171.78,0,1,Surburban,1,Phone,Discount,0,0.0,171.78,515.34,0.0,1.0,0.0,1
12,57.56,0,1,Surburban,0,Web,Buy One Get One,0,0.0,57.56,690.72,0.0,0.0,1.0,1
12,120.37,1,0,Urban,1,Phone,Buy One Get One,0,120.37,0.0,1444.44,0.0,0.0,1.0,1
1,38.41,1,0,Urban,1,Web,No Offer,0,38.41,0.0,38.41,1.0,0.0,0.0,0
7,29.99,0,1,Surburban,0,Phone,Buy One Get One,0,0.0,29.99,209.92999999999998,0.0,1.0,0.0,1
12,58.2,0,1,Urban,1,Phone,Discount,0,0.0,58.2,698.4000000000001,0.0,0.0,1.0,1
2,368.12,1,0,Surburban,1,Phone,No Offer,0,368.12,0.0,736.24,1.0,0.0,0.0,0
11,42.1,0,1,Surburban,0,Phone,Buy One Get One,0,0.0,42.1,463.1,0.0,0.0,1.0,1
5,242.34,1,0,Urban,1,Phone,Buy One Get One,0,242.34,0.0,1211.7,0.0,1.0,0.0,1
1,494.27,0,1,Urban,1,Phone,Discount,1,0.0,494.27,494.27,1.0,0.0,0.0,1
2,310.42,1,0,Surburban,0,Multichannel,Discount,1,310.42,0.0,620.84,1.0,0.0,0.0,1
9,60.38,1,0,Surburban,0,Web,No Offer,1,60.38,0.0,543.4200000000001,0.0,0.0,1.0,0
1,89.86,1,0,Urban,1,Web,No Offer,0,89.86,0.0,89.86,1.0,0.0,0.0,0
1,404.14,1,0,Surburban,0,Multichannel,No Offer,0,404.14,0.0,404.14,1.0,0.0,0.0,0
9,260.63,1,1,Urban,0,Web,Discount,0,260.63,260.63,2345.67,0.0,0.0,1.0,1
6,29.99,1,0,Surburban,0,Phone,Buy One Get One,0,29.99,0.0,179.94,0.0,1.0,0.0,1
5,153.42,1,0,Urban,1,Web,Discount,0,153.42,0.0,767.0999999999999,0.0,1.0,0.0,1
5,29.99,0,1,Rural,1,Phone,Discount,0,0.0,29.99,149.95,0.0,1.0,0.0,1
7,421.48,0,1,Urban,0,Web,Buy One Get One,0,0.0,421.48,2950.36,0.0,1.0,0.0,1
10,29.99,0,1,Rural,0,Web,Buy One Get One,1,0.0,29.99,299.9,0.0,0.0,1.0,1
4,29.99,1,0,Surburban,1,Phone,No Offer,0,29.99,0.0,119.96,0.0,1.0,0.0,0
10,29.99,1,0,Urban,0,Web,No Offer,0,29.99,0.0,299.9,0.0,0.0,1.0,0
1,767.3,1,1,Surburban,1,Phone,No Offer,1,767.3,767.3,767.3,1.0,0.0,0.0,0
5,413.39,1,1,Urban,0,Multichannel,No Offer,1,413.39,413.39,2066.95,0.0,1.0,0.0,0
1,344.63,1,0,Urban,0,Multichannel,Discount,0,344.63,0.0,344.63,1.0,0.0,0.0,1
7,214.91,1,0,Surburban,0,Web,No Offer,0,214.91,0.0,1504.37,0.0,1.0,0.0,0
11,302.67,1,0,Surburban,1,Phone,Discount,0,302.67,0.0,3329.3700000000003,0.0,0.0,1.0,1
12,374.92,1,1,Surburban,0,Multichannel,Buy One Get One,1,374.92,374.92,4499.04,0.0,0.0,1.0,1
9,485.32,1,0,Surburban,0,Web,No Offer,0,485.32,0.0,4367.88,0.0,0.0,1.0,0
4,141.22,0,1,Surburban,1,Web,Buy One Get One,0,0.0,141.22,564.88,0.0,1.0,0.0,1
7,29.99,0,1,Urban,0,Web,Discount,0,0.0,29.99,209.92999999999998,0.0,1.0,0.0,1
10,234.85,0,1,Urban,0,Web,No Offer,0,0.0,234.85,2348.5,0.0,0.0,1.0,0
2,37.05,1,0,Rural,0,Phone,No Offer,0,37.05,0.0,74.1,1.0,0.0,0.0,0
1,153.39,1,0,Rural,1,Phone,Buy One Get One,0,153.39,0.0,153.39,1.0,0.0,0.0,1
3,69.54,1,0,Surburban,1,Phone,Discount,0,69.54,0.0,208.62,0.0,1.0,0.0,1
10,54.04,1,0,Urban,0,Web,Discount,1,54.04,0.0,540.4,0.0,0.0,1.0,1
2,309.01,1,0,Rural,1,Phone,Buy One Get One,0,309.01,0.0,618.02,1.0,0.0,0.0,1
11,59.26,0,1,Urban,1,Phone,Discount,0,0.0,59.26,651.86,0.0,0.0,1.0,1
4,29.99,0,1,Urban,0,Phone,Discount,1,0.0,29.99,119.96,0.0,1.0,0.0,1
2,53.16,0,1,Urban,1,Phone,No Offer,0,0.0,53.16,106.32,1.0,0.0,0.0,0
3,133.71,1,0,Rural,1,Phone,Buy One Get One,0,133.71,0.0,401.13,0.0,1.0,0.0,1
2,116.26,1,0,Urban,1,Web,Discount,0,116.26,0.0,232.52,1.0,0.0,0.0,1
2,29.99,0,1,Rural,0,Web,Discount,0,0.0,29.99,59.98,1.0,0.0,0.0,1
1,30.78,0,1,Urban,0,Web,Discount,0,0.0,30.78,30.78,1.0,0.0,0.0,1
9,38.13,0,1,Surburban,0,Phone,Discount,0,0.0,38.13,343.17,0.0,0.0,1.0,1
1,279.17,0,1,Surburban,0,Web,Discount,0,0.0,279.17,279.17,1.0,0.0,0.0,1
4,245.41,0,1,Surburban,1,Web,Discount,0,0.0,245.41,981.64,0.0,1.0,0.0,1
2,254.43,1,1,Urban,0,Web,No Offer,0,254.43,254.43,508.86,1.0,0.0,0.0,0
6,503.48,0,1,Surburban,1,Phone,Buy One Get One,0,0.0,503.48,3020.88,0.0,1.0,0.0,1
7,319.25,0,1,Urban,0,Phone,No Offer,0,0.0,319.25,2234.75,0.0,1.0,0.0,0
10,61.47,1,0,Urban,1,Web,No Offer,0,61.47,0.0,614.7,0.0,0.0,1.0,0
10,119.63,1,0,Surburban,0,Web,No Offer,0,119.63,0.0,1196.3,0.0,0.0,1.0,0
7,107.94,1,0,Surburban,1,Web,No Offer,0,107.94,0.0,755.5799999999999,0.0,1.0,0.0,0
5,199.62,0,1,Rural,0,Phone,Buy One Get One,0,0.0,199.62,998.1,0.0,1.0,0.0,1
1,372.74,0,1,Surburban,0,Phone,No Offer,1,0.0,372.74,372.74,1.0,0.0,0.0,0
1,63.1,0,1,Urban,1,Web,Discount,1,0.0,63.1,63.1,1.0,0.0,0.0,1
9,95.84,0,1,Surburban,1,Web,Buy One Get One,0,0.0,95.84,862.5600000000001,0.0,0.0,1.0,1
9,228.58,1,1,Urban,1,Phone,Buy One Get One,0,228.58,228.58,2057.2200000000003,0.0,0.0,1.0,1
4,29.99,0,1,Surburban,0,Phone,Buy One Get One,0,0.0,29.99,119.96,0.0,1.0,0.0,1
6,283.45,0,1,Surburban,0,Web,No Offer,0,0.0,283.45,1700.6999999999998,0.0,1.0,0.0,0
1,469.62,1,0,Surburban,1,Web,Discount,0,469.62,0.0,469.62,1.0,0.0,0.0,1
1,32.49,0,1,Rural,1,Web,Buy One Get One,0,0.0,32.49,32.49,1.0,0.0,0.0,1
1,362.03,1,0,Surburban,1,Multichannel,No Offer,0,362.03,0.0,362.03,1.0,0.0,0.0,0
10,121.6,1,0,Surburban,0,Phone,Discount,0,121.6,0.0,1216.0,0.0,0.0,1.0,1
10,218.36,0,1,Urban,0,Web,Discount,0,0.0,218.36,2183.6000000000004,0.0,0.0,1.0,1
10,159.79,0,1,Surburban,1,Phone,No Offer,0,0.0,159.79,1597.8999999999999,0.0,0.0,1.0,0
11,120.25,0,1,Rural,1,Phone,Discount,0,0.0,120.25,1322.75,0.0,0.0,1.0,1
9,190.55,0,1,Rural,0,Web,No Offer,0,0.0,190.55,1714.95,0.0,0.0,1.0,0
4,331.57,0,1,Urban,1,Multichannel,No Offer,0,0.0,331.57,1326.28,0.0,1.0,0.0,0
11,41.38,1,0,Surburban,0,Web,No Offer,0,41.38,0.0,455.18,0.0,0.0,1.0,0
9,680.18,0,1,Surburban,1,Multichannel,Buy One Get One,1,0.0,680.18,6121.62,0.0,0.0,1.0,1
1,652.52,0,1,Urban,1,Multichannel,No Offer,0,0.0,652.52,652.52,1.0,0.0,0.0,0
9,102.52,1,0,Surburban,1,Web,Discount,0,102.52,0.0,922.68,0.0,0.0,1.0,1
11,35.54,1,0,Urban,1,Web,Discount,0,35.54,0.0,390.94,0.0,0.0,1.0,1
4,141.33,0,1,Rural,0,Phone,No Offer,1,0.0,141.33,565.32,0.0,1.0,0.0,0
10,202.56,0,1,Urban,0,Phone,Discount,0,0.0,202.56,2025.6,0.0,0.0,1.0,1
9,55.08,0,1,Rural,1,Web,Discount,0,0.0,55.08,495.71999999999997,0.0,0.0,1.0,1
1,29.99,1,0,Rural,1,Web,Discount,0,29.99,0.0,29.99,1.0,0.0,0.0,1
9,134.78,1,0,Urban,0,Web,Buy One Get One,0,134.78,0.0,1213.02,0.0,0.0,1.0,1
3,205.93,0,1,Surburban,0,Phone,Discount,1,0.0,205.93,617.79,0.0,1.0,0.0,1
3,112.92,1,0,Rural,1,Web,Buy One Get One,0,112.92,0.0,338.76,0.0,1.0,0.0,1
2,98.46,0,1,Urban,0,Web,Discount,0,0.0,98.46,196.92,1.0,0.0,0.0,1
1,283.66,1,0,Urban,1,Multichannel,Discount,0,283.66,0.0,283.66,1.0,0.0,0.0,1
3,1171.56,1,1,Surburban,1,Web,No Offer,0,1171.56,1171.56,3514.68,0.0,1.0,0.0,0
9,288.68,0,1,Urban,1,Multichannel,No Offer,0,0.0,288.68,2598.12,0.0,0.0,1.0,0
4,29.99,0,1,Rural,1,Phone,Buy One Get One,0,0.0,29.99,119.96,0.0,1.0,0.0,1
